index,price,condo_fee,bedrooms,bathrooms,vacancies,floor,construction_year,total_area_m2,price_per_area,street_address,street_number,neighborhood,zip_code,city,state,country,address,description,url,link,latitude,longitude,advertizer
53,1199980,2000,3,2,1,0,-1.0,122,9835.901639344262,Rua Oscar Freire,1814,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire 1814, Pinheiros, 05409011, São Paulo, SP, BR",Apartamento Venda Pinheiros 122 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2656049153/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2656049153/"">Apartamento Venda Pinheiros 122 m² 3 Dormitórios</a>",-23.556517,-46.674544,OLIMPIA HOUSE LTDA
54,1200000,1500,4,3,1,2,-1.0,120,10000.0,Rua dos Pinheiros,,Pinheiros,05422002,São Paulo,SP,BR,"Rua dos Pinheiros , Pinheiros, 05422002, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2655759196/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2655759196/"">APARTAMENTO - PINHEIROS - SP</a>",,,Paulo Roberto Leardi
55,950000,0,3,4,0,0,-1.0,100,9500.0,Avenida Pedroso de Morais,0,Pinheiros,05419000,São Paulo,SP,BR,"Avenida Pedroso de Morais 0, Pinheiros, 05419000, São Paulo, SP, BR",Apartamento para venda tem 100 metros quadrados e 3 quartos em Pinheiros - São Paulo - SP.,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-93662490/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-93662490/"">Apartamento para venda tem 100 metros quadrados e 3 quartos em Pinheiros - São Paulo - SP.</a>",-23.559796,-46.695831,Gunter
56,650000,420,2,2,0,0,-1.0,110,5909.090909090909,Rua Cardeal Arcoverde,834,Pinheiros,05407001,São Paulo,SP,BR,"Rua Cardeal Arcoverde 834, Pinheiros, 05407001, São Paulo, SP, BR",Apartamento para venda possui 110 metros quadrados com 2 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2579163709/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2579163709/"">Apartamento para venda possui 110 metros quadrados com 2 quartos em Pinheiros - São Paulo - SP</a>",-23.556925,-46.680748,Diego Americo Gallo Cipoli
57,1100000,508,3,2,0,0,-1.0,100,11000.0,Rua Fradique Coutinho,928,Pinheiros,05416001,São Paulo,SP,BR,"Rua Fradique Coutinho 928, Pinheiros, 05416001, São Paulo, SP, BR",Apartamento Garden reformado no coração da Vila Madalena,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2632434172/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2632434172/"">Apartamento Garden reformado no coração da Vila Madalena</a>",-23.559143,-46.689212,Igor Borges
58,900000,1390,3,3,0,1,1970.0,135,6666.666666666667,Rua Mourato Coelho,244,Pinheiros,05417000,São Paulo,SP,BR,"Rua Mourato Coelho 244, Pinheiros, 05417000, São Paulo, SP, BR",Apartamento 135 m² - 3 Quartos - 2 Banheiros - Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-135m2-id-2627277676/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-135m2-id-2627277676/"">Apartamento 135 m² - 3 Quartos - 2 Banheiros - Pinheiros - São Paulo - SP</a>",-23.56478,-46.686509,Samuel S. Nascimento
60,650000,400,4,3,2,0,1967.0,150,4333.333333333333,Rua Cardeal Arcoverde,2222,Pinheiros,05408002,São Paulo,SP,BR,"Rua Cardeal Arcoverde 2222, Pinheiros, 05408002, São Paulo, SP, BR",SãO PAULO - Apartamento Padrão - Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-varanda-pinheiros-zona-oeste-sao-paulo-sp-150m2-id-2641058093/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-varanda-pinheiros-zona-oeste-sao-paulo-sp-150m2-id-2641058093/"">SãO PAULO - Apartamento Padrão - Pinheiros</a>",-23.563579,-46.691607,Neon Imóveis - Agência SP
61,965000,1426,3,3,1,15,-1.0,105,9190.47619047619,Rua Fradique Coutinho,546,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho 546, Pinheiros, 05416000, São Paulo, SP, BR",Imperdível apartamento a venda em Pinheiros com valor abaixo da avaliação! Excelente localização!,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2621881636/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2621881636/"">Imperdível apartamento a venda em Pinheiros com valor abaixo da avaliação! Excelente localização!</a>",-23.561993,-46.687164,Selectimovel Consultoria
62,990000,1775,3,3,1,20,-1.0,141,7021.276595744681,Rua Henrique Schaumann,136,Pinheiros,05413010,São Paulo,SP,BR,"Rua Henrique Schaumann 136, Pinheiros, 05413010, São Paulo, SP, BR",Apartamento para venda possui 141 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-141m2-id-2629957467/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-141m2-id-2629957467/"">Apartamento para venda possui 141 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.563235,-46.678452,Frequência Kasa Imóveis
63,1100000,1153,2,2,1,0,-1.0,109,10091.743119266055,Rua Henrique Schaumann,212,Pinheiros,05413010,São Paulo,SP,BR,"Rua Henrique Schaumann 212, Pinheiros, 05413010, São Paulo, SP, BR",#hospitaldasclinicas #HC #avenidapaulista #shopping #metro #oscarfreire,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-entrada-de-serv.-independente-pinheiros-zona-oeste-sao-paulo-sp-109m2-id-2650719762/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-entrada-de-serv.-independente-pinheiros-zona-oeste-sao-paulo-sp-109m2-id-2650719762/"">#hospitaldasclinicas #HC #avenidapaulista #shopping #metro #oscarfreire</a>",-23.562563,-46.678781,Ligue Imóveis
64,788000,1188,3,3,2,0,-1.0,100,7880.0,Rua João Moura,,Pinheiros,05412001,São Paulo,SP,BR,"Rua João Moura , Pinheiros, 05412001, São Paulo, SP, BR","Excelente Jardim América 2 Vagas, Prox. á Gabriel Monteiro da Silva e Linda Vista.!!",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-84754273/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-84754273/"">Excelente Jardim América 2 Vagas, Prox. á Gabriel Monteiro da Silva e Linda Vista.!!</a>",,,Emiliano Lazzaroni
65,1150000,1600,3,2,1,13,1976.0,102,11274.509803921568,Rua Henrique Monteiro,167,Pinheiros,05423020,São Paulo,SP,BR,"Rua Henrique Monteiro 167, Pinheiros, 05423020, São Paulo, SP, BR","Apartamento tipo para venda com 3 quartos, 102.8m²",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2656205241/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2656205241/"">Apartamento tipo para venda com 3 quartos, 102.8m²</a>",-23.569848,-46.690059,Nelson R. S. Filho
66,950000,944,3,3,1,2,1963.0,133,7142.857142857143,Rua Arruda Alvim,73,Pinheiros,05410020,São Paulo,SP,BR,"Rua Arruda Alvim 73, Pinheiros, 05410020, São Paulo, SP, BR","Apartamento com 3 dormitórios, 133m² e 1 vaga à venda por R$950.000 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2649168054/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2649168054/"">Apartamento com 3 dormitórios, 133m² e 1 vaga à venda por R$950.000 - Pinheiros - São Paulo/SP</a>",-23.554916,-46.674418,RE/MAX Terra
67,1040000,1152,3,2,1,1,1968.0,148,7027.027027027027,Avenida Rebouças,1164,Pinheiros,05402000,São Paulo,SP,BR,"Avenida Rebouças 1164, Pinheiros, 05402000, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 148 m²",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-148m2-id-2619398997/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-148m2-id-2619398997/"">Apartamento com 3 dormitórios à venda, 148 m²</a>",-23.560704,-46.67309,THE REMAX COLLECTION IMOBI
68,950000,820,2,2,1,0,1974.0,110,8636.363636363636,Rua Cônego Eugênio Leite,524,Pinheiros,05414011,São Paulo,SP,BR,"Rua Cônego Eugênio Leite 524, Pinheiros, 05414011, São Paulo, SP, BR",Apartamento em Pinheiros com 2 dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2648550483/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2648550483/"">Apartamento em Pinheiros com 2 dormitórios</a>",-23.564179,-46.680159,Sh Prime Imóveis
69,870000,875,3,2,0,0,1971.0,114,7631.578947368421,Rua Fradique Coutinho,441,Pinheiros,05416011,São Paulo,SP,BR,"Rua Fradique Coutinho 441, Pinheiros, 05416011, São Paulo, SP, BR","Apartamento Residencial à venda, Pinheiros, São Paulo - AP2626.",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2635866186/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2635866186/"">Apartamento Residencial à venda, Pinheiros, São Paulo - AP2626.</a>",-23.562903,-46.686774,PortoState
70,1000000,1300,3,1,1,0,1981.0,100,10000.0,Rua Fradique Coutinho,546,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho 546, Pinheiros, 05416000, São Paulo, SP, BR",Aconchegante apartamento para venda com 3 dormitórios em Pinheiros.,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2615846709/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2615846709/"">Aconchegante apartamento para venda com 3 dormitórios em Pinheiros.</a>",-23.561993,-46.687164,Sh Prime Imóveis
71,1200000,850,2,1,1,0,-1.0,130,9230.76923076923,Avenida Rebouças,,Pinheiros,05402000,São Paulo,SP,BR,"Avenida Rebouças , Pinheiros, 05402000, São Paulo, SP, BR",Apartamento de 130m² com 2 quartos em Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-130m2-id-2577704390/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-130m2-id-2577704390/"">Apartamento de 130m² com 2 quartos em Pinheiros</a>",,,MIRANTTE IMÓVEIS - AG. SANTANA
72,950000,801,2,2,1,0,1970.0,110,8636.363636363636,Rua Cônego Eugênio Leite,524,Pinheiros,05414010,São Paulo,SP,BR,"Rua Cônego Eugênio Leite 524, Pinheiros, 05414010, São Paulo, SP, BR",APARTAMENTO PINHEIROS 2 DORMITÓRIOS,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2647867237/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2647867237/"">APARTAMENTO PINHEIROS 2 DORMITÓRIOS</a>",-23.564179,-46.680159,ZIMMERMANN IMÓVEIS
73,1189170,1072000,3,3,2,0,2023.0,129,9218.372093023256,Rua Alves Guimarães,100,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães 100, Pinheiros, 05410001, São Paulo, SP, BR",Apartamento em Rua Alves Guimarães - Pinheiros - São Paulo/SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656353867/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656353867/"">Apartamento em Rua Alves Guimarães - Pinheiros - São Paulo/SP</a>",-23.56081,-46.674378,USUÁRIO NEWCORE
74,750000,750,3,3,0,0,1959.0,110,6818.181818181818,Rua Teodoro Sampaio,2261,Pinheiros,05405200,São Paulo,SP,BR,"Rua Teodoro Sampaio 2261, Pinheiros, 05405200, São Paulo, SP, BR",SãO PAULO - Apartamento Padrão - Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2652876766/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2652876766/"">SãO PAULO - Apartamento Padrão - Pinheiros</a>",-23.565074,-46.689848,Neon Imóveis - Agência SP
77,1185000,0,3,2,2,0,-1.0,110,10772.727272727272,Rua João Moura,848,Pinheiros,05412002,São Paulo,SP,BR,"Rua João Moura 848, Pinheiros, 05412002, São Paulo, SP, BR",Apartamento para venda possui 110 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2458579897/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2458579897/"">Apartamento para venda possui 110 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.558212,-46.679049,Rudner Imóveis LTDA
78,999000,1309,3,3,1,1,1990.0,112,8919.642857142857,Rua Cônego Eugênio Leite,540,Vila Madalena,05414011,São Paulo,SP,BR,"Rua Cônego Eugênio Leite 540, Vila Madalena, 05414011, São Paulo, SP, BR",Apartamento para venda tem 112 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-madalena-zona-oeste-sao-paulo-sp-112m2-id-2513796603/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-madalena-zona-oeste-sao-paulo-sp-112m2-id-2513796603/"">Apartamento para venda tem 112 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.56401,-46.680211,Mgr Imóveis
79,1100000,0,2,1,1,0,-1.0,120,9166.666666666666,Rua Cardeal Arcoverde,,Pinheiros,05408003,São Paulo,SP,BR,"Rua Cardeal Arcoverde , Pinheiros, 05408003, São Paulo, SP, BR",Apartamento à venda em Sao Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2652404023/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2652404023/"">Apartamento à venda em Sao Paulo</a>",,,EMCASA
80,1111000,727,2,1,1,0,1959.0,115,9660.869565217392,Rua Oscar Freire,1775,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire 1775, Pinheiros, 05409011, São Paulo, SP, BR",Apartamento em Pinheiros com 2 dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2615841523/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2615841523/"">Apartamento em Pinheiros com 2 dormitórios</a>",-23.556933,-46.674525,Sh Prime Imóveis
81,990000,1351,3,2,1,3,2023.0,111,8918.918918918918,Rua Teodoro Sampaio,1704,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio 1704, Pinheiros, 05406100, São Paulo, SP, BR","Apartamento com 3 quartos, 111m², à venda em São Paulo, Pinheiros",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2648804743/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2648804743/"">Apartamento com 3 quartos, 111m², à venda em São Paulo, Pinheiros</a>",-23.562206,-46.685411,AE Consultimóveis
82,1199990,2000,3,2,1,0,-1.0,122,9835.983606557376,Rua Oscar Freire,1814,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire 1814, Pinheiros, 05409011, São Paulo, SP, BR",Apartamento Venda Pinheiros 122 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2656056971/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2656056971/"">Apartamento Venda Pinheiros 122 m² 3 Dormitórios</a>",-23.556517,-46.674544,Olimpia House
83,798000,1118,3,3,2,0,-1.0,100,7980.0,Rua João Moura,,Pinheiros,05412000,São Paulo,SP,BR,"Rua João Moura , Pinheiros, 05412000, São Paulo, SP, BR","Excelente 100m² em Pinheiros, 2 Vagas.!",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-90501491/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-90501491/"">Excelente 100m² em Pinheiros, 2 Vagas.!</a>",,,Emiliano Lazzaroni
84,1040000,1152,3,2,1,0,-1.0,148,7027.027027027027,Avenida Rebouças,1164,Pinheiros,05402000,São Paulo,SP,BR,"Avenida Rebouças 1164, Pinheiros, 05402000, São Paulo, SP, BR","APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-148m2-id-2645145765/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-148m2-id-2645145765/"">APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros</a>",-23.560704,-46.67309,BR IMOB PROPERTIEES
85,1200000,1570,3,4,1,0,-1.0,140,8571.42857142857,Avenida Rebouças,1500,Pinheiros,05402100,São Paulo,SP,BR,"Avenida Rebouças 1500, Pinheiros, 05402100, São Paulo, SP, BR",ENCOSTADO AO METRÔ OSCAR FREIRE - 3 DORMITÓRIOS SENDO UMA SUÍTE COM CLOSET - VAGA DE GARAGEM,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2614820606/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2614820606/"">ENCOSTADO AO METRÔ OSCAR FREIRE - 3 DORMITÓRIOS SENDO UMA SUÍTE COM CLOSET - VAGA DE GARAGEM</a>",-23.562607,-46.675714,Rogério Duarte Bento
86,1200000,1500,4,3,1,1,-1.0,120,10000.0,Rua dos Pinheiros,,Pinheiros,05422002,São Paulo,SP,BR,"Rua dos Pinheiros , Pinheiros, 05422002, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2655661085/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2655661085/"">APARTAMENTO - PINHEIROS - SP</a>",,,LEARDI CIDADE JARDIM 247
87,1130000,1987,3,2,2,0,1988.0,118,9576.271186440677,Rua Teodoro Sampaio,1424,Pinheiros,05406000,São Paulo,SP,BR,"Rua Teodoro Sampaio 1424, Pinheiros, 05406000, São Paulo, SP, BR",APARTAMENTO 3 DORMITORIOS PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-pinheiros-zona-oeste-sao-paulo-sp-118m2-id-2514015961/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-pinheiros-zona-oeste-sao-paulo-sp-118m2-id-2514015961/"">APARTAMENTO 3 DORMITORIOS PINHEIROS</a>",-23.56082,-46.68361,ZIMMERMANN IMÓVEIS
88,1100000,1183,3,3,1,0,-1.0,125,8800.0,Avenida Rebouças,1480,Pinheiros,05401400,São Paulo,SP,BR,"Avenida Rebouças 1480, Pinheiros, 05401400, São Paulo, SP, BR",SÃO PAULO - Apartamento Padrão - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-125m2-id-1037510221/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-125m2-id-1037510221/"">SÃO PAULO - Apartamento Padrão - PINHEIROS</a>",-23.562553,-46.675478,Madah Imóveis Ltda
89,1200000,2600,3,2,2,0,1985.0,100,12000.0,Rua Artur de Azevedo,1557,Pinheiros,05404014,São Paulo,SP,BR,"Rua Artur de Azevedo 1557, Pinheiros, 05404014, São Paulo, SP, BR","Apartamento para venda com 100 m² com 3 Dormitórios sendo 1 Suíte, 2 Vagas - Pinheiros - SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2650983697/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2650983697/"">Apartamento para venda com 100 m² com 3 Dormitórios sendo 1 Suíte, 2 Vagas - Pinheiros - SP</a>",-23.565306,-46.685796,Viviane Gomes
