;price;condo_fee;bedrooms;bathrooms;vacancies;floor;construction_year;total_area_m2;price_per_area;street_address;street_number;address;description;url;link;latitude;longitude;advertizer
428;650000;400;4;3;2;0;-1.0;150;4333.333333333333;Rua Cardeal Arcoverde;;Rua Cardeal Arcoverde , Pinheiros, 05407003, São Paulo, SP, BR;Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-150m2-id-2609677380/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-150m2-id-2609677380/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>";;;Hidaka Imóveis
442;750000;1300;2;2;0;0;1969.0;121;6198.347107438017;Rua Oscar Freire;2185;Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR;SãO PAULO - Apartamento Padrão - Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2630892860/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2630892860/"">SãO PAULO - Apartamento Padrão - Pinheiros</a>";-23.55394;-46.676892;DOORZ ASSESSORIA IMOBILIARIA
447;980000;1550;3;3;1;0;1973.0;153;6405.228758169935;Avenida Pedroso de Morais;57;Avenida Pedroso de Morais 57, Pinheiros, 05419000, São Paulo, SP, BR;APARTAMENTO - PINEHIROS - 3 DORMITÓRIOS - 1 suíte 1 VAGA - 153M²;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-pinheiros-zona-oeste-sao-paulo-sp-153m2-id-2642789080/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-pinheiros-zona-oeste-sao-paulo-sp-153m2-id-2642789080/"">APARTAMENTO - PINEHIROS - 3 DORMITÓRIOS - 1 suíte 1 VAGA - 153M²</a>";-23.569019;-46.688011;C2+ Negócios Imobiliários
448;650000;400;4;1;2;0;-1.0;140;4642.857142857143;Rua Cardeal Arcoverde;2222;Rua Cardeal Arcoverde 2222, Pinheiros, 05408001, São Paulo, SP, BR;Apartamento a venda, Pinheiros, 04 dormitórios, 02 vagas;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2654039657/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2654039657/"">Apartamento a venda, Pinheiros, 04 dormitórios, 02 vagas</a>";-23.563775;-46.692221;CARLOS FERRARI IMÓVEIS
454;750000;1300;2;3;0;0;-1.0;121;6198.347107438017;Rua Oscar Freire;;Rua Oscar Freire , Pinheiros, 05409011, São Paulo, SP, BR;Apartamento 121m², 2 Dormitórios à venda no Pinheiros, São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2642849290/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2642849290/"">Apartamento 121m², 2 Dormitórios à venda no Pinheiros, São Paulo/SP</a>";;;K2 Imóveis
470;995000;800;3;3;1;0;1966.0;182;5467.0329670329675;Avenida Pedroso de Morais;596;Avenida Pedroso de Morais 596, Pinheiros, 05420000, São Paulo, SP, BR;Apartamento em Pinheiros com 3 dormitórios;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-pinheiros-zona-oeste-sao-paulo-sp-182m2-id-2615842389/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-pinheiros-zona-oeste-sao-paulo-sp-182m2-id-2615842389/"">Apartamento em Pinheiros com 3 dormitórios</a>";-23.564802;-46.69055;Sh Prime Imóveis
487;650000;400;3;1;2;0;-1.0;140;4642.857142857143;Rua Cardeal Arcoverde;;Rua Cardeal Arcoverde , Pinheiros, 05408000, São Paulo, SP, BR;São Paulo - Apartamento Padrão - Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2649972849/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2649972849/"">São Paulo - Apartamento Padrão - Pinheiros</a>";;;Lello Vendas
514;650000;650;2;2;0;0;-1.0;117;5555.555555555556;Rua Butantã;490;Rua Butantã 490, Pinheiros, 05424140, São Paulo, SP, BR;Apartamento no Condomínio lado ímpar em Pinheiros 117m² 2 dormitórios 2 banheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2646271671/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2646271671/"">Apartamento no Condomínio lado ímpar em Pinheiros 117m² 2 dormitórios 2 banheiros</a>";-23.571145;-46.699157;RI IMOB DIGITAL
517;650000;609;2;2;0;0;1995.0;117;5555.555555555556;Rua Butantã;498;Rua Butantã 498, Pinheiros, 05424000, São Paulo, SP, BR;Apartamento com 2 dormitórios à venda, 117 m² por R$ 650.000,00 - Pinheiros - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-1063015474/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-1063015474/"">Apartamento com 2 dormitórios à venda, 117 m² por R$ 650.000,00 - Pinheiros - São Paulo/SP</a>";-23.571203;-46.699394;Broker Vip Consultoria Imobiliária
540;860000;600;3;2;0;1;-1.0;133;6466.165413533835;Rua Teodoro Sampaio;;Rua Teodoro Sampaio , Pinheiros, 05406150, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 133 m² por R$ 860.000,00 - Pinheiros - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2567781003/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2567781003/"">Apartamento com 3 dormitórios à venda, 133 m² por R$ 860.000,00 - Pinheiros - São Paulo/SP</a>";;;Shopping House Imóveis
599;1100000;0;3;3;2;0;1978.0;175;6285.714285714285;Rua Fernão Dias;;Rua Fernão Dias , Pinheiros, 05427000, São Paulo, SP, BR;CASA SOBRADO EM PINHEIROS 3 DORMITÓRIOS;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-ar-condicionado-pinheiros-zona-oeste-sao-paulo-sp-175m2-id-2559271292/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-ar-condicionado-pinheiros-zona-oeste-sao-paulo-sp-175m2-id-2559271292/"">CASA SOBRADO EM PINHEIROS 3 DORMITÓRIOS</a>";;;ZIMMERMANN IMÓVEIS
600;949630;1500;3;4;1;0;2023.0;157;6048.598726114649;Rua João Moura;100;Rua João Moura 100, Pinheiros, 05412001, São Paulo, SP, BR;Apartamento em Rua João Moura - Pinheiros - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-157m2-id-2648591876/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-157m2-id-2648591876/"">Apartamento em Rua João Moura - Pinheiros - São Paulo/SP</a>";-23.563864;-46.675004;USUÁRIO NEWCORE
607;600000;380;2;1;0;0;-1.0;120;5000.0;;; , Pinheiros, 05424140, São Paulo, SP, BR;Apartamento em Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2502129011/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2502129011/"">Apartamento em Pinheiros</a>";;;Patamar Imobiliária Sociedade Simples ltda
608;950000;1500;3;3;1;0;-1.0;157;6050.955414012738;Rua João Moura;;Rua João Moura , Pinheiros, 05412001, São Paulo, SP, BR;Apartamento com 3 Quartos à venda;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-157m2-id-2629228962/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-157m2-id-2629228962/"">Apartamento com 3 Quartos à venda</a>";;;PLUS IMÓVEIS
618;917000;885;3;4;1;0;1973.0;154;5954.545454545455;Avenida Pedroso de Morais;57;Avenida Pedroso de Morais 57, Pinheiros, 05419000, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 153 m² por R$ 917.000,00 - Pinheiros - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-154m2-id-2648131755/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-154m2-id-2648131755/"">Apartamento com 3 dormitórios à venda, 153 m² por R$ 917.000,00 - Pinheiros - São Paulo/SP</a>";-23.569019;-46.688011;CENTURY 21 House Prime
623;750000;1300;2;3;0;3;2000.0;121;6198.347107438017;Rua Oscar Freire;2185;Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR;Apartamento com 2 quartos, 121m², à venda em São Paulo, Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2652578421/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2652578421/"">Apartamento com 2 quartos, 121m², à venda em São Paulo, Pinheiros</a>";-23.55394;-46.676892;AE Consultimóveis
638;750000;937;2;2;0;0;1990.0;117;6410.25641025641;;; , Pinheiros, 05424000, São Paulo, SP, BR;Oportunidade em Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2645409240/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2645409240/"">Oportunidade em Pinheiros</a>";;;LOPES ELITE
655;680000;574;2;2;0;0;1958.0;105;6476.190476190476;Rua Teodoro Sampaio;2763;Rua Teodoro Sampaio 2763, Pinheiros, 05405000, São Paulo, SP, BR;Apartamento com 2 dormitórios à venda, 105 m² por R$ 630.000,00 - Pinheiros - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2588302036/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2588302036/"">Apartamento com 2 dormitórios à venda, 105 m² por R$ 630.000,00 - Pinheiros - São Paulo/SP</a>";-23.567569;-46.693927;UBlink
656;750000;1300;2;2;0;0;1969.0;121;6198.347107438017;Rua Oscar Freire;2185;Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR;Você acaba de encontrar o imóvel em uma das ruas mais conhecidas de São Paulo, apartamento121m². com;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2630506791/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2630506791/"">Você acaba de encontrar o imóvel em uma das ruas mais conhecidas de São Paulo, apartamento121m². com</a>";-23.55394;-46.676892;RE/MAX Capital Prime
667;600000;717;2;2;0;0;2000.0;117;5128.205128205128;Rua Butantã;490;Rua Butantã 490, Pinheiros, 05424000, São Paulo, SP, BR;Apartamento com 2 dormitórios à venda, 117 m² por R$ 600.000,00 - Pinheiros - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2588303548/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2588303548/"">Apartamento com 2 dormitórios à venda, 117 m² por R$ 600.000,00 - Pinheiros - São Paulo/SP</a>";-23.571145;-46.699157;UBlink
687;950000;1670;3;2;1;4;1962.0;157;6050.955414012738;Rua João Moura;;Rua João Moura , Pinheiros, 05412001, São Paulo, SP, BR;Apartamento para venda 157m², 3 dormitórios, 1 Vaga - Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-157m2-id-2641791728/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-157m2-id-2641791728/"">Apartamento para venda 157m², 3 dormitórios, 1 Vaga - Pinheiros</a>";;;Real Estate SP Imoveis LTDA
688;685050;490;2;3;0;0;1961.0;110;6227.727272727273;;; , Pinheiros, 05424000, São Paulo, SP, BR;Apartamento para venda 110m² Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2537056591/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2537056591/"">Apartamento para venda 110m² Pinheiros</a>";;;Leopoldina House
697;650000;947;2;1;1;0;-1.0;117;5555.555555555556;Rua Butantã;;Rua Butantã , Pinheiros, 05424000, São Paulo, SP, BR;CAPITÃO JOSÉ CÂNDIDO APART RESIDENCIAL DE 117M² COM 2 DORM(1 SUÍTE),1 BANHEIRO E 1 VAGA EM PINHEIROS;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2645627002/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2645627002/"">CAPITÃO JOSÉ CÂNDIDO APART RESIDENCIAL DE 117M² COM 2 DORM(1 SUÍTE),1 BANHEIRO E 1 VAGA EM PINHEIROS</a>";;;RI Select
707;860000;600;3;2;0;0;-1.0;133;6466.165413533835;Rua Teodoro Sampaio;2147;Rua Teodoro Sampaio 2147, Pinheiros, 05405200, São Paulo, SP, BR;Pinheiros | Apartamento 3 quartos;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2641970746/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2641970746/"">Pinheiros | Apartamento 3 quartos</a>";-23.56452;-46.688918;IMOVELUM SP
709;750000;1722;2;1;4;0;-1.0;117;6410.25641025641;Rua Butantã;;Rua Butantã , Pinheiros, 05424000, São Paulo, SP, BR;Apartamento à venda em Sao Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2646673176/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2646673176/"">Apartamento à venda em Sao Paulo</a>";;;EMCASA
715;750000;0;2;3;0;0;-1.0;121;6198.347107438017;Rua Oscar Freire;;Rua Oscar Freire , Pinheiros, 05409011, São Paulo, SP, BR;POF 2185 Apto 601121005-6;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2638218159/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2638218159/"">POF 2185 Apto 601121005-6</a>";;;Ganan Imóveis
724;650000;411;2;1;0;0;-1.0;117;5555.555555555556;Rua Butantã;;Rua Butantã , Pinheiros, 05424000, São Paulo, SP, BR;São Paulo - Apartamento Padrão - Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2531572728/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2531572728/"">São Paulo - Apartamento Padrão - Pinheiros</a>";;;REMAX SOLUTION
764;680000;574;2;1;0;0;-1.0;127;5354.330708661418;Rua Teodoro Sampaio;;Rua Teodoro Sampaio , Pinheiros, 05405250, São Paulo, SP, BR;Apartamento à venda em Sao Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-127m2-id-2641962276/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-127m2-id-2641962276/"">Apartamento à venda em Sao Paulo</a>";;;EMCASA
769;860000;600;4;2;0;0;-1.0;155;5548.387096774193;;; , Pinheiros, 05406150, São Paulo, SP, BR;O apartamento possui 155m2, com 4 dormitórios, 2 banheiros e ampla sala;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-155m2-id-2577943355/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-155m2-id-2577943355/"">O apartamento possui 155m2, com 4 dormitórios, 2 banheiros e ampla sala</a>";;;LOPES PRIME
774;860000;600;3;2;0;0;-1.0;155;5548.387096774193;Rua Teodoro Sampaio;2147;Rua Teodoro Sampaio 2147, Pinheiros, 05405200, São Paulo, SP, BR;Apartamento para venda com 155 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-155m2-id-2541094678/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-155m2-id-2541094678/"">Apartamento para venda com 155 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>";-23.56452;-46.688918;Rudner Imóveis LTDA
784;750000;1300;2;3;0;0;-1.0;121;6198.347107438017;Rua Oscar Freire;;Rua Oscar Freire , Pinheiros, 05409011, São Paulo, SP, BR;Apartamento em São Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2622266946/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2622266946/"">Apartamento em São Paulo</a>";;;Anil - Negócios Imobiliários
793;649000;987;2;2;0;0;1961.0;117;5547.008547008547;Rua Butantã;498;Rua Butantã 498, Pinheiros, 05424000, São Paulo, SP, BR;Apartamento em Pinheiros com 2 dormitórios;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2615846265/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2615846265/"">Apartamento em Pinheiros com 2 dormitórios</a>";-23.571163;-46.699399;Sh Prime Imóveis
819;780000;600;3;2;0;0;1957.0;155;5032.258064516129;Rua Teodoro Sampaio;;Rua Teodoro Sampaio , Pinheiros, 05405200, São Paulo, SP, BR;Apartamento à venda com 155m², Pinheiros - São Paulo.;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-155m2-id-2574667125/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-155m2-id-2574667125/"">Apartamento à venda com 155m², Pinheiros - São Paulo.</a>";;;Grenna Imóveis
825;550000;720;2;2;0;2;1961.0;110;5000.0;Rua Butantã;498;Rua Butantã 498, Pinheiros, 05424000, São Paulo, SP, BR;Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2641012124/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2641012124/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>";-23.571163;-46.699399;ORSI BROKERS EIRELI - ME
830;750000;1300;2;2;0;0;1969.0;121;6198.347107438017;Rua Oscar Freire;2185;Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR;Apartamento Pinheiros, 2 Quartos, 1 Vaga;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2640580912/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2640580912/"">Apartamento Pinheiros, 2 Quartos, 1 Vaga</a>";-23.55394;-46.676892;Alberto H. Yoshida
861;859000;600;3;2;0;0;-1.0;150;5726.666666666667;Rua Teodoro Sampaio;2147;Rua Teodoro Sampaio 2147, Pinheiros, 05405200, São Paulo, SP, BR;Apartamento a venda - Pinheiros - 150m² - 3 dorms - NSK3 Imóveis - ED8975;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-150m2-id-2605127903/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-150m2-id-2605127903/"">Apartamento a venda - Pinheiros - 150m² - 3 dorms - NSK3 Imóveis - ED8975</a>";-23.56452;-46.688918;NSK3 NEGÓCIOS IMOBILIÁRIOS
885;750000;0;2;3;0;0;-1.0;121;6198.347107438017;Rua Oscar Freire;2185;Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR;POF 2185 Apto 601121005-6;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2654250593/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2654250593/"">POF 2185 Apto 601121005-6</a>";-23.55394;-46.676892;Estrela dos Imóveis
891;750000;1300;2;2;0;0;1969.0;121;6198.347107438017;Rua Oscar Freire;2185;Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR;Apartamento para Venda - 121m², 1 dormitório, Pinheiros;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2649232850/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2649232850/"">Apartamento para Venda - 121m², 1 dormitório, Pinheiros</a>";-23.55394;-46.676892;Real Estate SP Imoveis LTDA
